  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
 5816377/6000000: episode: 7140, duration: 12.356s, episode steps: 525, steps per second:  42, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 3.476 [0.000, 5.000],  loss: 0.013079, mae: 2.489234, mean_q: 2.998283, mean_eps: 0.100000
 5817336/6000000: episode: 7141, duration: 23.283s, episode steps: 959, steps per second:  41, episode reward: 31.000, mean reward:  0.032 [ 0.000,  1.000], mean action: 2.058 [0.000, 5.000],  loss: 0.014144, mae: 2.534445, mean_q: 3.052994, mean_eps: 0.100000
 5818413/6000000: episode: 7142, duration: 24.417s, episode steps: 1077, steps per second:  44, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.237 [0.000, 5.000],  loss: 0.013964, mae: 2.546033, mean_q: 3.066894, mean_eps: 0.100000
 5819427/6000000: episode: 7143, duration: 21.370s, episode steps: 1014, steps per second:  47, episode reward: 29.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.594 [0.000, 5.000],  loss: 0.013674, mae: 2.523094, mean_q: 3.039113, mean_eps: 0.100000
 5820431/6000000: episode: 7144, duration: 20.642s, episode steps: 1004, steps per second:  49, episode reward: 30.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.714 [0.000, 5.000],  loss: 0.015714, mae: 2.535482, mean_q: 3.053451, mean_eps: 0.100000
 5821247/6000000: episode: 7145, duration: 18.128s, episode steps: 816, steps per second:  45, episode reward: 24.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.298 [0.000, 5.000],  loss: 0.014364, mae: 2.525983, mean_q: 3.043224, mean_eps: 0.100000
 5821964/6000000: episode: 7146, duration: 16.011s, episode steps: 717, steps per second:  45, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.088 [0.000, 5.000],  loss: 0.015017, mae: 2.534035, mean_q: 3.051937, mean_eps: 0.100000
 5823013/6000000: episode: 7147, duration: 23.038s, episode steps: 1049, steps per second:  46, episode reward: 31.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.206 [0.000, 5.000],  loss: 0.015775, mae: 2.519200, mean_q: 3.033571, mean_eps: 0.100000
 5824672/6000000: episode: 7148, duration: 35.984s, episode steps: 1659, steps per second:  46, episode reward: 39.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.732 [0.000, 5.000],  loss: 0.014434, mae: 2.521568, mean_q: 3.036704, mean_eps: 0.100000
 5826121/6000000: episode: 7149, duration: 30.107s, episode steps: 1449, steps per second:  48, episode reward: 33.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.638 [0.000, 5.000],  loss: 0.014238, mae: 2.539937, mean_q: 3.058734, mean_eps: 0.100000
 5826936/6000000: episode: 7150, duration: 16.945s, episode steps: 815, steps per second:  48, episode reward: 24.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.753 [0.000, 5.000],  loss: 0.015314, mae: 2.545706, mean_q: 3.065439, mean_eps: 0.100000
 5827768/6000000: episode: 7151, duration: 17.789s, episode steps: 832, steps per second:  47, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.014619, mae: 2.551326, mean_q: 3.073665, mean_eps: 0.100000
 5828989/6000000: episode: 7152, duration: 25.883s, episode steps: 1221, steps per second:  47, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.106 [0.000, 5.000],  loss: 0.014545, mae: 2.527497, mean_q: 3.045712, mean_eps: 0.100000
 5829614/6000000: episode: 7153, duration: 13.481s, episode steps: 625, steps per second:  46, episode reward: 19.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.546 [0.000, 5.000],  loss: 0.013362, mae: 2.533536, mean_q: 3.052053, mean_eps: 0.100000
 5830613/6000000: episode: 7154, duration: 21.549s, episode steps: 999, steps per second:  46, episode reward: 26.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.690 [0.000, 5.000],  loss: 0.013589, mae: 2.526386, mean_q: 3.045238, mean_eps: 0.100000
 5831845/6000000: episode: 7155, duration: 27.550s, episode steps: 1232, steps per second:  45, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.293 [0.000, 5.000],  loss: 0.013103, mae: 2.512068, mean_q: 3.026322, mean_eps: 0.100000
 5833007/6000000: episode: 7156, duration: 29.284s, episode steps: 1162, steps per second:  40, episode reward: 32.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.554 [0.000, 5.000],  loss: 0.014399, mae: 2.518239, mean_q: 3.035651, mean_eps: 0.100000
 5833927/6000000: episode: 7157, duration: 20.258s, episode steps: 920, steps per second:  45, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.245 [0.000, 5.000],  loss: 0.015486, mae: 2.521630, mean_q: 3.037735, mean_eps: 0.100000
 5834804/6000000: episode: 7158, duration: 18.689s, episode steps: 877, steps per second:  47, episode reward: 25.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.970 [0.000, 5.000],  loss: 0.014350, mae: 2.509457, mean_q: 3.023266, mean_eps: 0.100000
 5835801/6000000: episode: 7159, duration: 20.816s, episode steps: 997, steps per second:  48, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.940 [0.000, 5.000],  loss: 0.013907, mae: 2.518548, mean_q: 3.034072, mean_eps: 0.100000
 5836331/6000000: episode: 7160, duration: 10.987s, episode steps: 530, steps per second:  48, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.375 [0.000, 5.000],  loss: 0.013672, mae: 2.504931, mean_q: 3.020431, mean_eps: 0.100000
 5837093/6000000: episode: 7161, duration: 16.343s, episode steps: 762, steps per second:  47, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.608 [0.000, 5.000],  loss: 0.015432, mae: 2.521681, mean_q: 3.039065, mean_eps: 0.100000
 5837923/6000000: episode: 7162, duration: 18.793s, episode steps: 830, steps per second:  44, episode reward: 23.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.141 [0.000, 5.000],  loss: 0.014601, mae: 2.502199, mean_q: 3.013575, mean_eps: 0.100000
 5839226/6000000: episode: 7163, duration: 31.122s, episode steps: 1303, steps per second:  42, episode reward: 32.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.122 [0.000, 5.000],  loss: 0.014196, mae: 2.519505, mean_q: 3.035928, mean_eps: 0.100000
 5840029/6000000: episode: 7164, duration: 18.143s, episode steps: 803, steps per second:  44, episode reward: 23.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.540 [0.000, 5.000],  loss: 0.013980, mae: 2.522944, mean_q: 3.040410, mean_eps: 0.100000
 5841106/6000000: episode: 7165, duration: 24.846s, episode steps: 1077, steps per second:  43, episode reward: 26.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.758 [0.000, 5.000],  loss: 0.013865, mae: 2.532433, mean_q: 3.049502, mean_eps: 0.100000
 5842393/6000000: episode: 7166, duration: 26.580s, episode steps: 1287, steps per second:  48, episode reward: 34.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.219 [0.000, 5.000],  loss: 0.014842, mae: 2.546319, mean_q: 3.065642, mean_eps: 0.100000
 5843335/6000000: episode: 7167, duration: 19.608s, episode steps: 942, steps per second:  48, episode reward: 27.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.001 [0.000, 5.000],  loss: 0.014843, mae: 2.533076, mean_q: 3.050265, mean_eps: 0.100000
 5844417/6000000: episode: 7168, duration: 23.554s, episode steps: 1082, steps per second:  46, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.164 [0.000, 5.000],  loss: 0.015848, mae: 2.550221, mean_q: 3.071130, mean_eps: 0.100000
 5845363/6000000: episode: 7169, duration: 19.933s, episode steps: 946, steps per second:  47, episode reward: 27.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.701 [0.000, 5.000],  loss: 0.013517, mae: 2.504010, mean_q: 3.017308, mean_eps: 0.100000
 5846295/6000000: episode: 7170, duration: 19.898s, episode steps: 932, steps per second:  47, episode reward: 25.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.354 [0.000, 5.000],  loss: 0.013854, mae: 2.533365, mean_q: 3.051812, mean_eps: 0.100000
 5847450/6000000: episode: 7171, duration: 24.748s, episode steps: 1155, steps per second:  47, episode reward: 29.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.397 [0.000, 5.000],  loss: 0.014571, mae: 2.513569, mean_q: 3.027211, mean_eps: 0.100000
 5848408/6000000: episode: 7172, duration: 21.191s, episode steps: 958, steps per second:  45, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.183 [0.000, 5.000],  loss: 0.012680, mae: 2.509401, mean_q: 3.022456, mean_eps: 0.100000
 5849320/6000000: episode: 7173, duration: 20.843s, episode steps: 912, steps per second:  44, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.578 [0.000, 5.000],  loss: 0.013204, mae: 2.521692, mean_q: 3.038676, mean_eps: 0.100000
 5850454/6000000: episode: 7174, duration: 25.763s, episode steps: 1134, steps per second:  44, episode reward: 31.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.236 [0.000, 5.000],  loss: 0.013409, mae: 2.524903, mean_q: 3.041790, mean_eps: 0.100000
 5851515/6000000: episode: 7175, duration: 22.874s, episode steps: 1061, steps per second:  46, episode reward: 28.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.820 [0.000, 5.000],  loss: 0.014273, mae: 2.527814, mean_q: 3.045016, mean_eps: 0.100000
 5852332/6000000: episode: 7176, duration: 17.620s, episode steps: 817, steps per second:  46, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.020 [0.000, 5.000],  loss: 0.013799, mae: 2.531087, mean_q: 3.051000, mean_eps: 0.100000
 5853364/6000000: episode: 7177, duration: 22.295s, episode steps: 1032, steps per second:  46, episode reward: 24.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.016 [0.000, 5.000],  loss: 0.013418, mae: 2.514457, mean_q: 3.029331, mean_eps: 0.100000
 5854160/6000000: episode: 7178, duration: 17.623s, episode steps: 796, steps per second:  45, episode reward: 21.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.198 [0.000, 5.000],  loss: 0.013524, mae: 2.498306, mean_q: 3.010580, mean_eps: 0.100000
 5855161/6000000: episode: 7179, duration: 22.764s, episode steps: 1001, steps per second:  44, episode reward: 28.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.014965, mae: 2.534714, mean_q: 3.053615, mean_eps: 0.100000
 5855988/6000000: episode: 7180, duration: 18.219s, episode steps: 827, steps per second:  45, episode reward: 23.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.665 [0.000, 5.000],  loss: 0.014450, mae: 2.539207, mean_q: 3.056907, mean_eps: 0.100000
 5857195/6000000: episode: 7181, duration: 27.073s, episode steps: 1207, steps per second:  45, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.819 [0.000, 5.000],  loss: 0.014469, mae: 2.536281, mean_q: 3.054843, mean_eps: 0.100000
 5858318/6000000: episode: 7182, duration: 23.824s, episode steps: 1123, steps per second:  47, episode reward: 31.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.014333, mae: 2.524808, mean_q: 3.039321, mean_eps: 0.100000
 5859359/6000000: episode: 7183, duration: 21.397s, episode steps: 1041, steps per second:  49, episode reward: 28.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.985 [0.000, 5.000],  loss: 0.013980, mae: 2.523266, mean_q: 3.038420, mean_eps: 0.100000
 5860230/6000000: episode: 7184, duration: 18.517s, episode steps: 871, steps per second:  47, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.923 [0.000, 5.000],  loss: 0.012549, mae: 2.513171, mean_q: 3.028360, mean_eps: 0.100000
 5861108/6000000: episode: 7185, duration: 18.457s, episode steps: 878, steps per second:  48, episode reward: 25.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.967 [0.000, 5.000],  loss: 0.013289, mae: 2.517423, mean_q: 3.032381, mean_eps: 0.100000
 5861925/6000000: episode: 7186, duration: 16.524s, episode steps: 817, steps per second:  49, episode reward: 25.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 2.237 [0.000, 5.000],  loss: 0.013584, mae: 2.505321, mean_q: 3.018343, mean_eps: 0.100000
 5862831/6000000: episode: 7187, duration: 18.765s, episode steps: 906, steps per second:  48, episode reward: 27.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.013437, mae: 2.500442, mean_q: 3.011941, mean_eps: 0.100000
 5863723/6000000: episode: 7188, duration: 18.569s, episode steps: 892, steps per second:  48, episode reward: 27.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 1.880 [0.000, 5.000],  loss: 0.013489, mae: 2.519198, mean_q: 3.033925, mean_eps: 0.100000
 5864670/6000000: episode: 7189, duration: 20.819s, episode steps: 947, steps per second:  45, episode reward: 27.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.146 [0.000, 5.000],  loss: 0.013790, mae: 2.538116, mean_q: 3.056830, mean_eps: 0.100000
 5865537/6000000: episode: 7190, duration: 20.761s, episode steps: 867, steps per second:  42, episode reward: 25.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.280 [0.000, 5.000],  loss: 0.014577, mae: 2.534727, mean_q: 3.052855, mean_eps: 0.100000
 5866618/6000000: episode: 7191, duration: 24.995s, episode steps: 1081, steps per second:  43, episode reward: 28.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.614 [0.000, 5.000],  loss: 0.013977, mae: 2.528267, mean_q: 3.045457, mean_eps: 0.100000
 5867312/6000000: episode: 7192, duration: 15.655s, episode steps: 694, steps per second:  44, episode reward: 21.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.833 [0.000, 5.000],  loss: 0.013807, mae: 2.518172, mean_q: 3.033290, mean_eps: 0.100000
 5868221/6000000: episode: 7193, duration: 19.964s, episode steps: 909, steps per second:  46, episode reward: 30.000, mean reward:  0.033 [ 0.000,  1.000], mean action: 2.394 [0.000, 5.000],  loss: 0.014399, mae: 2.508386, mean_q: 3.020193, mean_eps: 0.100000
 5869346/6000000: episode: 7194, duration: 24.271s, episode steps: 1125, steps per second:  46, episode reward: 27.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.504 [0.000, 5.000],  loss: 0.014570, mae: 2.540923, mean_q: 3.061119, mean_eps: 0.100000
 5870318/6000000: episode: 7195, duration: 19.785s, episode steps: 972, steps per second:  49, episode reward: 26.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.650 [0.000, 5.000],  loss: 0.013395, mae: 2.534009, mean_q: 3.053323, mean_eps: 0.100000
 5870949/6000000: episode: 7196, duration: 13.914s, episode steps: 631, steps per second:  45, episode reward: 16.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.044 [0.000, 5.000],  loss: 0.012205, mae: 2.552337, mean_q: 3.073968, mean_eps: 0.100000
 5871723/6000000: episode: 7197, duration: 17.021s, episode steps: 774, steps per second:  45, episode reward: 20.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.565 [0.000, 5.000],  loss: 0.014100, mae: 2.556364, mean_q: 3.078587, mean_eps: 0.100000
 5872305/6000000: episode: 7198, duration: 12.986s, episode steps: 582, steps per second:  45, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.462 [0.000, 5.000],  loss: 0.012925, mae: 2.537152, mean_q: 3.057212, mean_eps: 0.100000
 5873095/6000000: episode: 7199, duration: 16.961s, episode steps: 790, steps per second:  47, episode reward: 23.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.014596, mae: 2.557164, mean_q: 3.080608, mean_eps: 0.100000
 5874410/6000000: episode: 7200, duration: 27.672s, episode steps: 1315, steps per second:  48, episode reward: 39.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.170 [0.000, 5.000],  loss: 0.014229, mae: 2.549587, mean_q: 3.071125, mean_eps: 0.100000
 5875059/6000000: episode: 7201, duration: 13.458s, episode steps: 649, steps per second:  48, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.325 [0.000, 5.000],  loss: 0.015248, mae: 2.540019, mean_q: 3.061645, mean_eps: 0.100000
 5875852/6000000: episode: 7202, duration: 15.937s, episode steps: 793, steps per second:  50, episode reward: 21.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.672 [0.000, 5.000],  loss: 0.014743, mae: 2.530597, mean_q: 3.050440, mean_eps: 0.100000
 5876271/6000000: episode: 7203, duration: 8.839s, episode steps: 419, steps per second:  47, episode reward:  9.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.015317, mae: 2.530479, mean_q: 3.051438, mean_eps: 0.100000
 5877086/6000000: episode: 7204, duration: 17.024s, episode steps: 815, steps per second:  48, episode reward: 21.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.865 [0.000, 5.000],  loss: 0.015383, mae: 2.523023, mean_q: 3.040228, mean_eps: 0.100000
 5878036/6000000: episode: 7205, duration: 19.701s, episode steps: 950, steps per second:  48, episode reward: 29.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 1.898 [0.000, 5.000],  loss: 0.014380, mae: 2.553279, mean_q: 3.075246, mean_eps: 0.100000
 5879194/6000000: episode: 7206, duration: 24.199s, episode steps: 1158, steps per second:  48, episode reward: 28.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.050 [0.000, 5.000],  loss: 0.015088, mae: 2.543362, mean_q: 3.062404, mean_eps: 0.100000
 5880016/6000000: episode: 7207, duration: 17.910s, episode steps: 822, steps per second:  46, episode reward: 22.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.236 [0.000, 5.000],  loss: 0.014250, mae: 2.506029, mean_q: 3.017553, mean_eps: 0.100000
 5880819/6000000: episode: 7208, duration: 17.780s, episode steps: 803, steps per second:  45, episode reward: 25.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 1.682 [0.000, 5.000],  loss: 0.014820, mae: 2.532968, mean_q: 3.052380, mean_eps: 0.100000
 5881590/6000000: episode: 7209, duration: 17.148s, episode steps: 771, steps per second:  45, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.988 [0.000, 5.000],  loss: 0.013793, mae: 2.532413, mean_q: 3.051548, mean_eps: 0.100000
 5882850/6000000: episode: 7210, duration: 30.598s, episode steps: 1260, steps per second:  41, episode reward: 31.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.608 [0.000, 5.000],  loss: 0.014121, mae: 2.524340, mean_q: 3.041502, mean_eps: 0.100000
 5883911/6000000: episode: 7211, duration: 23.175s, episode steps: 1061, steps per second:  46, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.722 [0.000, 5.000],  loss: 0.014103, mae: 2.556900, mean_q: 3.081654, mean_eps: 0.100000
 5884840/6000000: episode: 7212, duration: 19.654s, episode steps: 929, steps per second:  47, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.629 [0.000, 5.000],  loss: 0.013895, mae: 2.530576, mean_q: 3.050332, mean_eps: 0.100000
 5885547/6000000: episode: 7213, duration: 14.780s, episode steps: 707, steps per second:  48, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.798 [0.000, 5.000],  loss: 0.013421, mae: 2.515847, mean_q: 3.032315, mean_eps: 0.100000
 5886034/6000000: episode: 7214, duration: 10.015s, episode steps: 487, steps per second:  49, episode reward: 12.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.359 [0.000, 5.000],  loss: 0.013756, mae: 2.525514, mean_q: 3.043593, mean_eps: 0.100000
 5887252/6000000: episode: 7215, duration: 26.388s, episode steps: 1218, steps per second:  46, episode reward: 34.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.362 [0.000, 5.000],  loss: 0.013688, mae: 2.524945, mean_q: 3.041997, mean_eps: 0.100000
 5888333/6000000: episode: 7216, duration: 25.268s, episode steps: 1081, steps per second:  43, episode reward: 25.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.110 [0.000, 5.000],  loss: 0.013578, mae: 2.523930, mean_q: 3.041447, mean_eps: 0.100000
 5889313/6000000: episode: 7217, duration: 22.355s, episode steps: 980, steps per second:  44, episode reward: 28.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.473 [0.000, 5.000],  loss: 0.017335, mae: 2.554345, mean_q: 3.076667, mean_eps: 0.100000
 5890461/6000000: episode: 7218, duration: 25.231s, episode steps: 1148, steps per second:  45, episode reward: 31.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.898 [0.000, 5.000],  loss: 0.013166, mae: 2.529337, mean_q: 3.047869, mean_eps: 0.100000
 5891877/6000000: episode: 7219, duration: 30.026s, episode steps: 1416, steps per second:  47, episode reward: 35.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.115 [0.000, 5.000],  loss: 0.013823, mae: 2.524948, mean_q: 3.042183, mean_eps: 0.100000
 5892792/6000000: episode: 7220, duration: 19.207s, episode steps: 915, steps per second:  48, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.392 [0.000, 5.000],  loss: 0.014202, mae: 2.523439, mean_q: 3.039818, mean_eps: 0.100000
 5893737/6000000: episode: 7221, duration: 20.313s, episode steps: 945, steps per second:  47, episode reward: 24.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.126 [0.000, 5.000],  loss: 0.013544, mae: 2.504563, mean_q: 3.016775, mean_eps: 0.100000
 5894612/6000000: episode: 7222, duration: 18.633s, episode steps: 875, steps per second:  47, episode reward: 23.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.403 [0.000, 5.000],  loss: 0.013932, mae: 2.524547, mean_q: 3.040319, mean_eps: 0.100000
 5895651/6000000: episode: 7223, duration: 21.683s, episode steps: 1039, steps per second:  48, episode reward: 28.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.329 [0.000, 5.000],  loss: 0.014539, mae: 2.531935, mean_q: 3.048120, mean_eps: 0.100000
 5896549/6000000: episode: 7224, duration: 19.007s, episode steps: 898, steps per second:  47, episode reward: 24.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.997 [0.000, 5.000],  loss: 0.013035, mae: 2.546857, mean_q: 3.067995, mean_eps: 0.100000
 5897431/6000000: episode: 7225, duration: 19.618s, episode steps: 882, steps per second:  45, episode reward: 27.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 1.467 [0.000, 5.000],  loss: 0.013113, mae: 2.522231, mean_q: 3.037689, mean_eps: 0.100000
 5898445/6000000: episode: 7226, duration: 22.452s, episode steps: 1014, steps per second:  45, episode reward: 29.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.812 [0.000, 5.000],  loss: 0.013573, mae: 2.525917, mean_q: 3.043547, mean_eps: 0.100000
 5899421/6000000: episode: 7227, duration: 23.771s, episode steps: 976, steps per second:  41, episode reward: 30.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 2.333 [0.000, 5.000],  loss: 0.013580, mae: 2.521872, mean_q: 3.037860, mean_eps: 0.100000
 5900267/6000000: episode: 7228, duration: 18.719s, episode steps: 846, steps per second:  45, episode reward: 24.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.400 [0.000, 5.000],  loss: 0.014209, mae: 2.552690, mean_q: 3.075179, mean_eps: 0.100000
 5901558/6000000: episode: 7229, duration: 27.691s, episode steps: 1291, steps per second:  47, episode reward: 36.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.320 [0.000, 5.000],  loss: 0.013489, mae: 2.503439, mean_q: 3.015978, mean_eps: 0.100000
 5903130/6000000: episode: 7230, duration: 34.696s, episode steps: 1572, steps per second:  45, episode reward: 35.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.394 [0.000, 5.000],  loss: 0.014248, mae: 2.522223, mean_q: 3.037230, mean_eps: 0.100000
 5904295/6000000: episode: 7231, duration: 28.576s, episode steps: 1165, steps per second:  41, episode reward: 34.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.870 [0.000, 5.000],  loss: 0.014156, mae: 2.529179, mean_q: 3.046701, mean_eps: 0.100000
 5905364/6000000: episode: 7232, duration: 24.097s, episode steps: 1069, steps per second:  44, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.145 [0.000, 5.000],  loss: 0.014122, mae: 2.519244, mean_q: 3.037242, mean_eps: 0.100000
 5905933/6000000: episode: 7233, duration: 12.898s, episode steps: 569, steps per second:  44, episode reward: 17.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.309 [0.000, 5.000],  loss: 0.012427, mae: 2.523413, mean_q: 3.040135, mean_eps: 0.100000
 5906706/6000000: episode: 7234, duration: 17.228s, episode steps: 773, steps per second:  45, episode reward: 22.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.497 [0.000, 5.000],  loss: 0.013533, mae: 2.528504, mean_q: 3.046084, mean_eps: 0.100000
 5907879/6000000: episode: 7235, duration: 25.335s, episode steps: 1173, steps per second:  46, episode reward: 36.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 1.658 [0.000, 5.000],  loss: 0.015359, mae: 2.519961, mean_q: 3.037084, mean_eps: 0.100000
 5908734/6000000: episode: 7236, duration: 17.344s, episode steps: 855, steps per second:  49, episode reward: 24.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.628 [0.000, 5.000],  loss: 0.013492, mae: 2.515307, mean_q: 3.031862, mean_eps: 0.100000
 5909661/6000000: episode: 7237, duration: 20.993s, episode steps: 927, steps per second:  44, episode reward: 27.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 1.654 [0.000, 5.000],  loss: 0.013541, mae: 2.517594, mean_q: 3.033814, mean_eps: 0.100000
 5910884/6000000: episode: 7238, duration: 26.287s, episode steps: 1223, steps per second:  47, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.818 [0.000, 5.000],  loss: 0.014437, mae: 2.512334, mean_q: 3.027822, mean_eps: 0.100000
 5911868/6000000: episode: 7239, duration: 21.046s, episode steps: 984, steps per second:  47, episode reward: 29.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.176 [0.000, 5.000],  loss: 0.012945, mae: 2.510086, mean_q: 3.024575, mean_eps: 0.100000
 5912625/6000000: episode: 7240, duration: 16.135s, episode steps: 757, steps per second:  47, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.865 [0.000, 5.000],  loss: 0.014568, mae: 2.511252, mean_q: 3.025655, mean_eps: 0.100000
 5913821/6000000: episode: 7241, duration: 25.967s, episode steps: 1196, steps per second:  46, episode reward: 31.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.097 [0.000, 5.000],  loss: 0.014525, mae: 2.521930, mean_q: 3.038431, mean_eps: 0.100000
 5914881/6000000: episode: 7242, duration: 24.944s, episode steps: 1060, steps per second:  42, episode reward: 30.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.814 [0.000, 5.000],  loss: 0.014156, mae: 2.524440, mean_q: 3.042945, mean_eps: 0.100000
