Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  914301/1200000: episode: 1237, duration: 22.252s, episode steps: 993, steps per second:  45, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.230 [0.000, 5.000],  loss: 0.014456, mae: 2.031382, mean_q: 2.450163, mean_eps: 0.100000
  914876/1200000: episode: 1238, duration: 11.531s, episode steps: 575, steps per second:  50, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.701 [0.000, 5.000],  loss: 0.014994, mae: 2.033722, mean_q: 2.454389, mean_eps: 0.100000
  915676/1200000: episode: 1239, duration: 16.054s, episode steps: 800, steps per second:  50, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.013088, mae: 2.012227, mean_q: 2.430279, mean_eps: 0.100000
  916305/1200000: episode: 1240, duration: 12.496s, episode steps: 629, steps per second:  50, episode reward: 13.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.269 [0.000, 5.000],  loss: 0.013602, mae: 2.026870, mean_q: 2.446432, mean_eps: 0.100000
  917490/1200000: episode: 1241, duration: 24.889s, episode steps: 1185, steps per second:  48, episode reward: 17.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.892 [0.000, 5.000],  loss: 0.014640, mae: 2.026395, mean_q: 2.446437, mean_eps: 0.100000
  918122/1200000: episode: 1242, duration: 12.895s, episode steps: 632, steps per second:  49, episode reward: 15.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.334 [0.000, 5.000],  loss: 0.013978, mae: 2.014300, mean_q: 2.433141, mean_eps: 0.100000
  919212/1200000: episode: 1243, duration: 22.678s, episode steps: 1090, steps per second:  48, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.817 [0.000, 5.000],  loss: 0.015805, mae: 2.040271, mean_q: 2.463158, mean_eps: 0.100000
  920016/1200000: episode: 1244, duration: 17.011s, episode steps: 804, steps per second:  47, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.692 [0.000, 5.000],  loss: 0.014934, mae: 2.016629, mean_q: 2.435168, mean_eps: 0.100000
  921056/1200000: episode: 1245, duration: 21.852s, episode steps: 1040, steps per second:  48, episode reward: 19.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.295 [0.000, 5.000],  loss: 0.015571, mae: 2.078152, mean_q: 2.509485, mean_eps: 0.100000
  922079/1200000: episode: 1246, duration: 21.265s, episode steps: 1023, steps per second:  48, episode reward: 26.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.517 [0.000, 5.000],  loss: 0.013411, mae: 2.066963, mean_q: 2.496725, mean_eps: 0.100000
  922871/1200000: episode: 1247, duration: 17.181s, episode steps: 792, steps per second:  46, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.004 [0.000, 5.000],  loss: 0.012404, mae: 2.072116, mean_q: 2.504520, mean_eps: 0.100000
  923237/1200000: episode: 1248, duration: 7.542s, episode steps: 366, steps per second:  49, episode reward:  5.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.101 [0.000, 5.000],  loss: 0.013396, mae: 2.053181, mean_q: 2.480896, mean_eps: 0.100000
  924169/1200000: episode: 1249, duration: 17.429s, episode steps: 932, steps per second:  53, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.948 [0.000, 5.000],  loss: 0.013532, mae: 2.067345, mean_q: 2.498118, mean_eps: 0.100000
  924959/1200000: episode: 1250, duration: 15.514s, episode steps: 790, steps per second:  51, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.671 [0.000, 5.000],  loss: 0.014055, mae: 2.081306, mean_q: 2.513161, mean_eps: 0.100000
  925890/1200000: episode: 1251, duration: 18.771s, episode steps: 931, steps per second:  50, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.046 [0.000, 5.000],  loss: 0.014084, mae: 2.050918, mean_q: 2.475951, mean_eps: 0.100000
  926586/1200000: episode: 1252, duration: 13.882s, episode steps: 696, steps per second:  50, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.348 [0.000, 5.000],  loss: 0.012396, mae: 2.064104, mean_q: 2.493159, mean_eps: 0.100000
  927234/1200000: episode: 1253, duration: 12.477s, episode steps: 648, steps per second:  52, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.827 [0.000, 5.000],  loss: 0.015250, mae: 2.056829, mean_q: 2.482342, mean_eps: 0.100000
  928135/1200000: episode: 1254, duration: 17.534s, episode steps: 901, steps per second:  51, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.222 [0.000, 5.000],  loss: 0.014367, mae: 2.060416, mean_q: 2.487727, mean_eps: 0.100000
  929057/1200000: episode: 1255, duration: 18.701s, episode steps: 922, steps per second:  49, episode reward: 28.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.105 [0.000, 5.000],  loss: 0.014674, mae: 2.077155, mean_q: 2.507967, mean_eps: 0.100000
  929668/1200000: episode: 1256, duration: 12.428s, episode steps: 611, steps per second:  49, episode reward: 14.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.984 [0.000, 5.000],  loss: 0.014654, mae: 2.080606, mean_q: 2.512382, mean_eps: 0.100000
  930070/1200000: episode: 1257, duration: 8.058s, episode steps: 402, steps per second:  50, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.657 [0.000, 5.000],  loss: 0.012675, mae: 2.103006, mean_q: 2.540812, mean_eps: 0.100000
  930921/1200000: episode: 1258, duration: 18.533s, episode steps: 851, steps per second:  46, episode reward: 24.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.874 [0.000, 5.000],  loss: 0.014208, mae: 2.078362, mean_q: 2.510602, mean_eps: 0.100000
  931673/1200000: episode: 1259, duration: 17.848s, episode steps: 752, steps per second:  42, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.241 [0.000, 5.000],  loss: 0.012461, mae: 2.072117, mean_q: 2.504068, mean_eps: 0.100000
  932375/1200000: episode: 1260, duration: 15.227s, episode steps: 702, steps per second:  46, episode reward: 16.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.506 [0.000, 5.000],  loss: 0.012604, mae: 2.084401, mean_q: 2.518200, mean_eps: 0.100000
  933226/1200000: episode: 1261, duration: 17.819s, episode steps: 851, steps per second:  48, episode reward:  8.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 1.814 [0.000, 5.000],  loss: 0.013427, mae: 2.069707, mean_q: 2.499195, mean_eps: 0.100000
  933825/1200000: episode: 1262, duration: 12.261s, episode steps: 599, steps per second:  49, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.317 [0.000, 5.000],  loss: 0.013387, mae: 2.068042, mean_q: 2.498358, mean_eps: 0.100000
  934476/1200000: episode: 1263, duration: 13.501s, episode steps: 651, steps per second:  48, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.358 [0.000, 5.000],  loss: 0.014137, mae: 2.091784, mean_q: 2.526262, mean_eps: 0.100000
  934905/1200000: episode: 1264, duration: 9.075s, episode steps: 429, steps per second:  47, episode reward:  7.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.026 [0.000, 5.000],  loss: 0.013379, mae: 2.060942, mean_q: 2.487644, mean_eps: 0.100000
  936700/1200000: episode: 1265, duration: 35.156s, episode steps: 1795, steps per second:  51, episode reward: 33.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.140 [0.000, 5.000],  loss: 0.015422, mae: 2.074884, mean_q: 2.504449, mean_eps: 0.100000
  937362/1200000: episode: 1266, duration: 14.333s, episode steps: 662, steps per second:  46, episode reward: 15.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.937 [0.000, 5.000],  loss: 0.014926, mae: 2.078645, mean_q: 2.510030, mean_eps: 0.100000
  938287/1200000: episode: 1267, duration: 19.472s, episode steps: 925, steps per second:  48, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.586 [0.000, 5.000],  loss: 0.013677, mae: 2.079388, mean_q: 2.509445, mean_eps: 0.100000
  939171/1200000: episode: 1268, duration: 18.023s, episode steps: 884, steps per second:  49, episode reward: 26.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.258 [0.000, 5.000],  loss: 0.015904, mae: 2.066887, mean_q: 2.493415, mean_eps: 0.100000
  939941/1200000: episode: 1269, duration: 16.140s, episode steps: 770, steps per second:  48, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.475 [0.000, 5.000],  loss: 0.015719, mae: 2.071591, mean_q: 2.500913, mean_eps: 0.100000
  940469/1200000: episode: 1270, duration: 10.932s, episode steps: 528, steps per second:  48, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.970 [0.000, 5.000],  loss: 0.015117, mae: 2.082757, mean_q: 2.514923, mean_eps: 0.100000
  941377/1200000: episode: 1271, duration: 17.313s, episode steps: 908, steps per second:  52, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.391 [0.000, 5.000],  loss: 0.014285, mae: 2.082010, mean_q: 2.513723, mean_eps: 0.100000
  942246/1200000: episode: 1272, duration: 16.532s, episode steps: 869, steps per second:  53, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.739 [0.000, 5.000],  loss: 0.013114, mae: 2.085541, mean_q: 2.517704, mean_eps: 0.100000
  943144/1200000: episode: 1273, duration: 17.781s, episode steps: 898, steps per second:  51, episode reward: 23.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.041 [0.000, 5.000],  loss: 0.013801, mae: 2.094600, mean_q: 2.528409, mean_eps: 0.100000
  943768/1200000: episode: 1274, duration: 12.367s, episode steps: 624, steps per second:  50, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.308 [0.000, 5.000],  loss: 0.014185, mae: 2.085393, mean_q: 2.516488, mean_eps: 0.100000
  944787/1200000: episode: 1275, duration: 20.065s, episode steps: 1019, steps per second:  51, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.014880, mae: 2.082112, mean_q: 2.512922, mean_eps: 0.100000
  945702/1200000: episode: 1276, duration: 17.947s, episode steps: 915, steps per second:  51, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.014964, mae: 2.079119, mean_q: 2.508916, mean_eps: 0.100000
  946439/1200000: episode: 1277, duration: 14.054s, episode steps: 737, steps per second:  52, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.179 [0.000, 5.000],  loss: 0.015600, mae: 2.066791, mean_q: 2.494967, mean_eps: 0.100000
  947358/1200000: episode: 1278, duration: 17.833s, episode steps: 919, steps per second:  52, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.014302, mae: 2.082135, mean_q: 2.513578, mean_eps: 0.100000
  948193/1200000: episode: 1279, duration: 17.462s, episode steps: 835, steps per second:  48, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.129 [0.000, 5.000],  loss: 0.013549, mae: 2.073320, mean_q: 2.503234, mean_eps: 0.100000
  949048/1200000: episode: 1280, duration: 20.633s, episode steps: 855, steps per second:  41, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.015222, mae: 2.075938, mean_q: 2.505618, mean_eps: 0.100000
  950023/1200000: episode: 1281, duration: 23.711s, episode steps: 975, steps per second:  41, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.142 [0.000, 5.000],  loss: 0.015108, mae: 2.089721, mean_q: 2.524328, mean_eps: 0.100000
  951328/1200000: episode: 1282, duration: 29.409s, episode steps: 1305, steps per second:  44, episode reward: 33.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.343 [0.000, 5.000],  loss: 0.015404, mae: 2.093804, mean_q: 2.528840, mean_eps: 0.100000
  952281/1200000: episode: 1283, duration: 22.115s, episode steps: 953, steps per second:  43, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.007 [0.000, 5.000],  loss: 0.014770, mae: 2.082792, mean_q: 2.515742, mean_eps: 0.100000
  952805/1200000: episode: 1284, duration: 10.760s, episode steps: 524, steps per second:  49, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.210 [0.000, 5.000],  loss: 0.015072, mae: 2.118976, mean_q: 2.556877, mean_eps: 0.100000
  953555/1200000: episode: 1285, duration: 14.290s, episode steps: 750, steps per second:  52, episode reward: 20.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.015387, mae: 2.079706, mean_q: 2.510383, mean_eps: 0.100000
  954317/1200000: episode: 1286, duration: 15.765s, episode steps: 762, steps per second:  48, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.790 [0.000, 5.000],  loss: 0.015527, mae: 2.105814, mean_q: 2.541087, mean_eps: 0.100000
  954971/1200000: episode: 1287, duration: 13.877s, episode steps: 654, steps per second:  47, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.563 [0.000, 5.000],  loss: 0.016536, mae: 2.089991, mean_q: 2.520212, mean_eps: 0.100000
  955459/1200000: episode: 1288, duration: 10.375s, episode steps: 488, steps per second:  47, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.139 [0.000, 5.000],  loss: 0.013454, mae: 2.100345, mean_q: 2.535953, mean_eps: 0.100000
  956601/1200000: episode: 1289, duration: 24.444s, episode steps: 1142, steps per second:  47, episode reward: 24.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.414 [0.000, 5.000],  loss: 0.014272, mae: 2.092945, mean_q: 2.525459, mean_eps: 0.100000
  957547/1200000: episode: 1290, duration: 19.205s, episode steps: 946, steps per second:  49, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.360 [0.000, 5.000],  loss: 0.015202, mae: 2.084095, mean_q: 2.515075, mean_eps: 0.100000
  958528/1200000: episode: 1291, duration: 19.857s, episode steps: 981, steps per second:  49, episode reward: 25.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.955 [0.000, 5.000],  loss: 0.014110, mae: 2.088546, mean_q: 2.521278, mean_eps: 0.100000
  959483/1200000: episode: 1292, duration: 18.434s, episode steps: 955, steps per second:  52, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.137 [0.000, 5.000],  loss: 0.015895, mae: 2.090683, mean_q: 2.523199, mean_eps: 0.100000
  960425/1200000: episode: 1293, duration: 20.285s, episode steps: 942, steps per second:  46, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.027 [0.000, 5.000],  loss: 0.013715, mae: 2.108859, mean_q: 2.545699, mean_eps: 0.100000
  961338/1200000: episode: 1294, duration: 18.846s, episode steps: 913, steps per second:  48, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.021 [0.000, 5.000],  loss: 0.015151, mae: 2.119157, mean_q: 2.556786, mean_eps: 0.100000
  961963/1200000: episode: 1295, duration: 12.814s, episode steps: 625, steps per second:  49, episode reward: 15.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.744 [0.000, 5.000],  loss: 0.015234, mae: 2.120046, mean_q: 2.557799, mean_eps: 0.100000
  962737/1200000: episode: 1296, duration: 15.115s, episode steps: 774, steps per second:  51, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.416 [0.000, 5.000],  loss: 0.015869, mae: 2.090650, mean_q: 2.522605, mean_eps: 0.100000
  963498/1200000: episode: 1297, duration: 14.716s, episode steps: 761, steps per second:  52, episode reward: 18.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.196 [0.000, 5.000],  loss: 0.014546, mae: 2.095687, mean_q: 2.528825, mean_eps: 0.100000
  964170/1200000: episode: 1298, duration: 13.252s, episode steps: 672, steps per second:  51, episode reward: 21.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.015578, mae: 2.101987, mean_q: 2.536160, mean_eps: 0.100000
  965031/1200000: episode: 1299, duration: 17.928s, episode steps: 861, steps per second:  48, episode reward: 23.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.345 [0.000, 5.000],  loss: 0.015721, mae: 2.107609, mean_q: 2.543908, mean_eps: 0.100000
  965727/1200000: episode: 1300, duration: 14.892s, episode steps: 696, steps per second:  47, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.290 [0.000, 5.000],  loss: 0.014340, mae: 2.139867, mean_q: 2.584119, mean_eps: 0.100000
  967108/1200000: episode: 1301, duration: 31.252s, episode steps: 1381, steps per second:  44, episode reward: 29.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.308 [0.000, 5.000],  loss: 0.014634, mae: 2.106757, mean_q: 2.544381, mean_eps: 0.100000
  967767/1200000: episode: 1302, duration: 14.202s, episode steps: 659, steps per second:  46, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.932 [0.000, 5.000],  loss: 0.015473, mae: 2.099735, mean_q: 2.534947, mean_eps: 0.100000
  968648/1200000: episode: 1303, duration: 18.557s, episode steps: 881, steps per second:  47, episode reward: 24.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.064 [0.000, 5.000],  loss: 0.015087, mae: 2.107675, mean_q: 2.544729, mean_eps: 0.100000
  969668/1200000: episode: 1304, duration: 21.613s, episode steps: 1020, steps per second:  47, episode reward: 20.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.013751, mae: 2.118931, mean_q: 2.558324, mean_eps: 0.100000
  970580/1200000: episode: 1305, duration: 18.221s, episode steps: 912, steps per second:  50, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.132 [0.000, 5.000],  loss: 0.015212, mae: 2.099354, mean_q: 2.534774, mean_eps: 0.100000
  971584/1200000: episode: 1306, duration: 21.095s, episode steps: 1004, steps per second:  48, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.013381, mae: 2.077665, mean_q: 2.509148, mean_eps: 0.100000
  972447/1200000: episode: 1307, duration: 18.044s, episode steps: 863, steps per second:  48, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.061 [0.000, 5.000],  loss: 0.013712, mae: 2.095769, mean_q: 2.529888, mean_eps: 0.100000
  973197/1200000: episode: 1308, duration: 15.393s, episode steps: 750, steps per second:  49, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.237 [0.000, 5.000],  loss: 0.014577, mae: 2.101429, mean_q: 2.536765, mean_eps: 0.100000
  973883/1200000: episode: 1309, duration: 14.789s, episode steps: 686, steps per second:  46, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.959 [0.000, 5.000],  loss: 0.014825, mae: 2.107654, mean_q: 2.543338, mean_eps: 0.100000
  974707/1200000: episode: 1310, duration: 17.272s, episode steps: 824, steps per second:  48, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.441 [0.000, 5.000],  loss: 0.014581, mae: 2.101744, mean_q: 2.537620, mean_eps: 0.100000
  975535/1200000: episode: 1311, duration: 16.977s, episode steps: 828, steps per second:  49, episode reward: 22.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.870 [0.000, 5.000],  loss: 0.012910, mae: 2.111178, mean_q: 2.549281, mean_eps: 0.100000
  976370/1200000: episode: 1312, duration: 16.067s, episode steps: 835, steps per second:  52, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.004 [0.000, 5.000],  loss: 0.013700, mae: 2.095100, mean_q: 2.529234, mean_eps: 0.100000
  977328/1200000: episode: 1313, duration: 19.752s, episode steps: 958, steps per second:  49, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.090 [0.000, 5.000],  loss: 0.015766, mae: 2.111795, mean_q: 2.551236, mean_eps: 0.100000
  977970/1200000: episode: 1314, duration: 14.654s, episode steps: 642, steps per second:  44, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.139 [0.000, 5.000],  loss: 0.014815, mae: 2.087017, mean_q: 2.522346, mean_eps: 0.100000
  978662/1200000: episode: 1315, duration: 14.014s, episode steps: 692, steps per second:  49, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.496 [0.000, 5.000],  loss: 0.014003, mae: 2.090996, mean_q: 2.527780, mean_eps: 0.100000
  979813/1200000: episode: 1316, duration: 23.066s, episode steps: 1151, steps per second:  50, episode reward: 27.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.013 [0.000, 5.000],  loss: 0.013910, mae: 2.096392, mean_q: 2.533176, mean_eps: 0.100000
  980415/1200000: episode: 1317, duration: 11.879s, episode steps: 602, steps per second:  51, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.485 [0.000, 5.000],  loss: 0.014490, mae: 2.095218, mean_q: 2.529825, mean_eps: 0.100000
  981436/1200000: episode: 1318, duration: 19.639s, episode steps: 1021, steps per second:  52, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.112 [0.000, 5.000],  loss: 0.014596, mae: 2.106197, mean_q: 2.544048, mean_eps: 0.100000
  982135/1200000: episode: 1319, duration: 13.783s, episode steps: 699, steps per second:  51, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.139 [0.000, 5.000],  loss: 0.013499, mae: 2.119083, mean_q: 2.558645, mean_eps: 0.100000
  983038/1200000: episode: 1320, duration: 18.951s, episode steps: 903, steps per second:  48, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.110 [0.000, 5.000],  loss: 0.015893, mae: 2.130367, mean_q: 2.572194, mean_eps: 0.100000
  983855/1200000: episode: 1321, duration: 19.462s, episode steps: 817, steps per second:  42, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.908 [0.000, 5.000],  loss: 0.014690, mae: 2.126427, mean_q: 2.566523, mean_eps: 0.100000
  984514/1200000: episode: 1322, duration: 13.820s, episode steps: 659, steps per second:  48, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.874 [0.000, 5.000],  loss: 0.013655, mae: 2.103720, mean_q: 2.539509, mean_eps: 0.100000
  985518/1200000: episode: 1323, duration: 19.922s, episode steps: 1004, steps per second:  50, episode reward: 28.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.494 [0.000, 5.000],  loss: 0.015169, mae: 2.111435, mean_q: 2.549201, mean_eps: 0.100000
  986185/1200000: episode: 1324, duration: 13.430s, episode steps: 667, steps per second:  50, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.415 [0.000, 5.000],  loss: 0.014228, mae: 2.120325, mean_q: 2.559839, mean_eps: 0.100000
  986644/1200000: episode: 1325, duration: 9.494s, episode steps: 459, steps per second:  48, episode reward: 11.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.220 [0.000, 5.000],  loss: 0.011761, mae: 2.130644, mean_q: 2.574102, mean_eps: 0.100000
  987595/1200000: episode: 1326, duration: 18.962s, episode steps: 951, steps per second:  50, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.498 [0.000, 5.000],  loss: 0.014500, mae: 2.083926, mean_q: 2.517333, mean_eps: 0.100000
  988562/1200000: episode: 1327, duration: 18.869s, episode steps: 967, steps per second:  51, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.199 [0.000, 5.000],  loss: 0.013988, mae: 2.115260, mean_q: 2.555219, mean_eps: 0.100000
  989496/1200000: episode: 1328, duration: 19.684s, episode steps: 934, steps per second:  47, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.111 [0.000, 5.000],  loss: 0.014973, mae: 2.102607, mean_q: 2.538946, mean_eps: 0.100000
  990058/1200000: episode: 1329, duration: 11.914s, episode steps: 562, steps per second:  47, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.285 [0.000, 5.000],  loss: 0.014338, mae: 2.108049, mean_q: 2.546098, mean_eps: 0.100000
  990593/1200000: episode: 1330, duration: 10.773s, episode steps: 535, steps per second:  50, episode reward:  2.000, mean reward:  0.004 [ 0.000,  1.000], mean action: 2.277 [0.000, 5.000],  loss: 0.016809, mae: 2.125781, mean_q: 2.566304, mean_eps: 0.100000
  991045/1200000: episode: 1331, duration: 9.596s, episode steps: 452, steps per second:  47, episode reward:  4.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.184 [0.000, 5.000],  loss: 0.015624, mae: 2.121091, mean_q: 2.559686, mean_eps: 0.100000
  992016/1200000: episode: 1332, duration: 20.673s, episode steps: 971, steps per second:  47, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.608 [0.000, 5.000],  loss: 0.013764, mae: 2.139079, mean_q: 2.581550, mean_eps: 0.100000
  992874/1200000: episode: 1333, duration: 17.394s, episode steps: 858, steps per second:  49, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.176 [0.000, 5.000],  loss: 0.015567, mae: 2.145646, mean_q: 2.589783, mean_eps: 0.100000
  993839/1200000: episode: 1334, duration: 18.044s, episode steps: 965, steps per second:  53, episode reward: 26.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.263 [0.000, 5.000],  loss: 0.014972, mae: 2.151712, mean_q: 2.597220, mean_eps: 0.100000
  994484/1200000: episode: 1335, duration: 12.434s, episode steps: 645, steps per second:  52, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.422 [0.000, 5.000],  loss: 0.014365, mae: 2.130366, mean_q: 2.572378, mean_eps: 0.100000
  995512/1200000: episode: 1336, duration: 21.796s, episode steps: 1028, steps per second:  47, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.339 [0.000, 5.000],  loss: 0.014891, mae: 2.138661, mean_q: 2.580941, mean_eps: 0.100000
  996071/1200000: episode: 1337, duration: 11.282s, episode steps: 559, steps per second:  50, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.335 [0.000, 5.000],  loss: 0.015502, mae: 2.155785, mean_q: 2.601809, mean_eps: 0.100000
  996947/1200000: episode: 1338, duration: 17.365s, episode steps: 876, steps per second:  50, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.451 [0.000, 5.000],  loss: 0.014629, mae: 2.122953, mean_q: 2.562885, mean_eps: 0.100000
  997952/1200000: episode: 1339, duration: 20.326s, episode steps: 1005, steps per second:  49, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.182 [0.000, 5.000],  loss: 0.013791, mae: 2.150268, mean_q: 2.596540, mean_eps: 0.100000
